,title,vector,cluster
1705,versicherung,"[-0.035034   0.15533   -0.075119   0.37813   -0.14304   -0.22694
  0.42388   -0.1691     0.33394    0.095008   0.41889    0.19627
 -0.97315    0.12247    0.18374    0.25957    0.0524    -0.16088
  0.56715   -0.029582  -0.075315   0.21699   -0.63731    0.45018
 -0.25767   -0.096618  -0.52497    0.50278    0.19846   -0.088934
  0.46273    0.29386   -0.58715   -0.24642    0.027302  -0.3606
  0.82083   -0.017007   0.20661    0.018282   0.74737   -0.065608
 -0.4771    -0.0024556 -0.59222    0.2945     0.090838   0.19302
  0.15241    0.19152    0.16631   -0.017512  -0.30987    0.12751
  0.47438    0.88054    1.1301     0.30069   -0.45998   -0.47144
  0.34356   -0.42748    0.33037   -0.26068   -0.36368   -0.038589
 -0.65248    0.0040967 -0.095851   0.13683   -0.30898    0.069501
  0.17728    0.015829   0.42934   -0.20491    0.28699   -0.25592
  0.026446  -0.15497   -0.70156    0.15112    0.41664    0.60703
  0.36388   -0.5289     0.16513    0.21154    0.089583   0.13483
 -0.25243   -0.56422    0.523     -0.021592   0.50009    0.21679
  0.3454     0.30636    0.38583   -0.12048  ]",12
1706,audit,"[-7.0030e-01 -3.8130e-01  2.5546e-01 -7.4828e-01 -1.5949e-01 -2.3151e-01
 -5.0446e-01  1.1558e+00  2.6861e-02  5.1743e-01  5.6586e-01  2.6110e-02
  4.9835e-01  1.4960e-01 -1.0006e+00  2.8850e-01  6.3178e-01  5.2624e-01
  5.5286e-02  9.1048e-02 -7.3463e-01 -5.1216e-01 -6.9715e-01  5.4743e-02
 -7.5668e-01 -5.1502e-01  2.5285e-01  4.0856e-01 -6.9713e-01 -4.9222e-01
  6.9805e-01 -2.9989e-01 -9.2675e-03 -2.9700e-01 -9.9417e-01 -1.1534e-02
 -3.6076e-01 -1.0355e-02  1.6589e-02 -3.6114e-01 -4.0844e-01 -2.2698e-01
 -4.2166e-01  1.7050e-01 -5.4691e-01 -2.3701e-01 -4.2943e-01 -8.3709e-01
 -2.3076e-01 -5.7900e-01  5.8707e-01 -1.0419e-01 -2.4977e-01  1.7057e-01
 -2.6875e-01 -7.5674e-01  4.8717e-01 -2.8302e-01  1.4457e+00  5.0837e-01
 -8.3738e-04 -5.2993e-01  6.1084e-03  6.0897e-01  4.3114e-01 -5.2126e-01
 -6.0357e-01  2.1241e-01  8.0568e-01  1.5553e-01  1.2428e-01  9.3913e-01
  2.0111e-01  5.1202e-02 -2.3906e-01 -4.9004e-01 -5.0497e-01 -1.1113e-01
 -1.2322e+00 -5.5782e-01  8.2452e-01  9.4049e-01 -4.7049e-03  1.1857e-01
 -9.7293e-01 -5.8565e-01  8.6596e-01  2.1085e-01 -2.9937e-01 -1.0385e-01
  1.1358e-01 -1.5499e-02 -3.0338e-01  1.7230e-01  1.2072e+00  7.1365e-01
  2.3560e-01 -1.1972e-01 -1.8022e-01 -9.1554e-02]",14
1707,firm,"[ 0.096853 -0.12648  -0.79632  -0.19088   0.021326 -0.91794  -0.183
 -0.2999   -0.43817   0.22019   0.76111  -0.41628   0.647    -0.14207
 -0.79489  -0.46646   0.52807  -0.47561   0.10277   0.19183  -0.11513
  0.21091   0.22475  -0.14678  -0.37489  -0.10542   0.1682    0.028082
 -0.97333  -0.40298   0.25378   1.1639    0.010329 -0.087422 -0.37555
  0.29507   0.32027  -0.24422   0.60872  -0.46646   0.52772  -0.5432
 -0.032549 -0.367    -0.45662  -0.62647   0.048038  0.20339  -0.094454
 -0.60438   0.31394  -0.39304   0.61083   0.47896  -0.20493  -2.4287
 -0.45422  -0.4212    1.6722    0.39982   0.4929   -0.72729  -0.20648
  0.33604  -0.1637   -0.33837   0.13831   0.75476   0.32701   0.30069
 -0.44322   0.79557  -1.207    -0.62331   0.091586 -0.6909    0.035737
 -0.69944  -0.90719   0.020015  1.4826    0.54058  -0.40188   0.75403
 -0.45576  -0.76865   0.5348    0.047072 -0.009867 -0.72468  -0.26604
 -0.41631   0.14382  -0.40563   0.087762  0.82628  -0.26477  -0.36829
  0.28839   0.59064 ]",14
1708,franken,"[-0.28807   -0.22904   -0.2559    -1.2991     0.34841   -0.011264
  0.43704    0.17491   -0.12137   -0.32246   -0.42197   -0.42132
 -0.70342   -0.93125    0.48024   -0.53964    0.16135   -0.35076
  0.77123    0.38122    0.31464    0.14585    0.15388   -0.42909
  0.30657   -0.54624    0.61182   -0.46112    0.37404   -0.58975
  0.2511    -0.28298    0.069128   0.74745   -0.092166   0.35304
 -0.0049117  0.019591   0.025114   0.40112   -0.37119    0.018542
  0.34467   -0.042841  -0.88748   -0.41167    0.0051024 -0.85644
  0.03075   -0.070039  -0.20559    0.35967    1.2814     0.03023
 -0.3863    -0.10956    0.97443    0.31724   -0.70458    0.27703
  0.23657   -0.36613    0.19419   -0.80727    0.59774    0.10709
  0.78999    0.41528   -0.52963    0.28929    0.29587    0.092908
 -0.3158     0.082574   0.27565   -0.011738   0.016991  -0.50017
  0.21033    0.73118   -0.54101   -0.42449   -0.27069   -0.43638
  0.15518   -0.29541    0.62596    0.76155    0.0044806  0.0072386
 -0.20316   -0.18768    0.2407     0.55953    0.10839    0.078255
  0.41418    0.31036    0.56865    0.038927 ]",3
1709,container,"[-5.3691e-01  7.5403e-01 -1.7696e-01 -7.8520e-01  6.0943e-01 -3.7926e-01
  1.4557e-01  3.0150e-01  6.5837e-01  7.5382e-01  4.8499e-01  1.6738e-01
 -1.4981e-03  2.0951e-01 -1.3026e-01 -5.2817e-01  1.0500e+00 -2.2706e-02
  5.2769e-02 -8.3676e-01  2.0459e-01  4.6919e-02 -6.5499e-01 -9.0565e-01
  6.6859e-01  1.4865e-01 -2.9753e-01 -9.7838e-02 -3.3528e-01  1.9655e-01
 -6.5541e-01  1.2250e-01  2.0241e-01 -4.8363e-01  3.9642e-01  4.3591e-01
  7.6766e-01  3.5572e-01  3.3537e-01 -9.4622e-01  3.8677e-01 -1.9475e+00
  3.8365e-01 -2.2641e-01  1.2714e+00  1.0482e+00 -2.5872e-01  1.7570e-01
  1.6909e-01  1.9137e-01  7.1686e-01  3.0572e-01  4.4394e-01  9.9492e-01
 -3.9012e-01 -3.2416e-01 -5.1212e-01  1.8436e-01  1.9772e+00  3.6626e-01
 -5.5893e-01 -2.4723e-01 -1.5982e-01  3.7794e-01 -4.3566e-01  2.9840e-01
  6.2510e-02  3.4564e-01  1.7624e-01 -4.5613e-01 -4.8603e-01  1.3189e-02
  1.3394e+00  1.3604e-01  1.1203e-01  6.4447e-01  6.1835e-01 -6.4059e-01
  1.8281e-03  4.7992e-01  6.7008e-01 -1.8922e-01 -6.2029e-01  1.7233e+00
 -1.9753e-02 -4.2511e-01  7.8963e-01 -8.8045e-01 -3.2861e-01  5.2335e-01
  2.4079e-01  7.0806e-01 -6.3399e-02 -7.1556e-01  5.9469e-01  3.2397e-01
  2.7830e-01 -1.9433e-01  7.3652e-01 -1.5364e-01]",7
1710,burgermeister,"[ 6.3258e-01 -1.0412e-01 -9.1598e-02 -1.5032e-01 -4.8266e-02  8.6945e-02
 -4.4013e-02  2.1960e-01  1.0198e-01 -3.1156e-02 -2.5205e-02  4.3828e-02
  9.0255e-02 -3.1186e-02  1.7670e-01  1.7953e-01 -2.7035e-01  7.2404e-02
 -1.4039e-01 -1.7146e-01 -5.1290e-01 -5.1140e-03 -3.7969e-01  1.7416e-01
 -1.1896e-01 -4.7751e-02  2.9710e-01 -1.6761e-01 -3.1841e-01 -1.0873e-01
  1.5014e-01 -5.6456e-01  1.8964e-01 -1.1750e-01 -1.3546e-01 -3.3939e-01
  6.0510e-02 -5.6133e-01  2.7217e-02 -4.8322e-02  8.9961e-02  9.3290e-02
  3.7819e-01  8.8462e-03  2.8603e-01  3.8059e-01 -2.9887e-01  4.9376e-01
  1.2020e-01  3.8601e-01 -8.8002e-02  1.7328e-01 -1.4793e-01 -3.5403e-01
  2.3415e-01  6.7943e-01 -7.6520e-02  5.8244e-01 -4.3616e-01 -3.1630e-01
  4.5383e-01 -6.7707e-01 -1.5371e-02 -2.6316e-01 -1.9149e-01  3.5067e-02
 -2.9184e-01 -4.3010e-01 -2.3718e-01 -2.0289e-01  7.4979e-02 -9.3131e-02
 -3.4346e-01  5.0609e-01  1.5541e-01 -7.6482e-02 -5.7673e-04 -6.1165e-01
 -3.7031e-02  1.6997e-01 -3.0648e-01  8.2029e-02 -9.2311e-02 -3.7596e-01
  3.8828e-01  1.0296e-01 -3.3010e-01  1.2098e-01  1.8093e-01  6.2796e-02
 -1.3441e-01  1.6263e-01  1.5545e-01 -4.6596e-02  3.2120e-01  3.1501e-01
  1.7994e-01  2.4137e-01 -8.1143e-01  9.1335e-04]",12
1711,schaeffler,"[ 0.074851  -0.35631    0.27201   -0.35828   -0.13395   -0.27787
  0.97945   -0.30149   -0.38564    0.159      0.20054    0.38363
 -0.33314   -0.013575  -0.63314    0.29104   -0.38796   -0.8348
  0.23401    0.36832    0.48762    0.073985   0.55382    0.092068
 -0.10028    0.7752    -0.58142   -0.027446  -0.65502    0.36345
 -0.1182     0.12692   -0.39169   -0.52184    0.80506    0.55249
  1.2862     0.46725   -0.39938   -0.18552   -0.61043    0.091217
 -0.0036652  0.092213  -0.58689    0.42997   -0.30595    0.56083
  0.40309    0.33802   -0.45376    1.3123     0.092481  -0.59472
  0.39723    0.02641   -0.5322    -0.33351   -0.2684     0.0025121
  1.1935    -1.0083     0.30496   -0.076541  -1.0429    -0.27253
 -0.58368    0.82835   -0.42976   -1.1276    -0.44599   -0.3452
  0.53235    0.25673   -0.41843    0.13847    0.22249   -1.3852
 -0.38848    1.0952    -0.55839   -1.0314     0.13286    0.84217
  0.27226   -0.70596    0.47974   -0.61589    0.18093    0.0043024
 -0.20015    0.042362   0.54429   -0.24342    0.74765    0.1011
 -0.4947     0.21136    0.72831    0.26461  ]",9
1712,tennis,"[ 0.21508    0.61981    0.84039    0.71394   -0.29904    0.56481
  0.18241    0.76767   -0.75897   -0.056711   0.43726   -0.39217
 -0.14874    0.19475   -0.69581    0.58388    0.20625    0.36635
 -0.36793    0.68765   -0.5191     0.92246    0.6831     0.92039
  0.31221    0.10465    0.253     -1.9131     0.67281    0.38894
 -0.88199    0.22536    0.027648  -0.55574    0.43641   -0.18579
 -1.3131     1.1555    -1.2937    -0.46866    0.16292   -0.28636
  0.25793   -1.3538     0.28808   -0.040711   0.027864   0.21767
  0.8588    -0.98463   -0.73366   -0.6457     0.61292    0.23316
  0.42164   -1.8037    -0.0055624  1.0998     0.9493     1.0987
 -0.52362    0.49657   -0.23824    0.52824   -0.54642   -0.48527
 -0.42944    0.25497   -0.16199    0.018633   0.12416   -0.13436
 -0.082436  -0.042168  -0.13114    0.14133    1.6365     0.091678
  0.23484    0.20629    1.137     -0.62595    0.35945   -0.048956
 -0.28317   -0.28228   -1.2076     0.36512    0.017695   0.14114
  0.21793    0.15681    0.45838    0.31855    0.86749   -0.060955
 -0.65542   -0.29795    0.79818    1.1527   ]",15
1713,thüringen,"[ 0.15498   -0.35694    0.065607   0.068479  -0.33872    0.090353
 -0.0010962 -0.11761    0.2832    -0.13638    0.27406   -0.11246
 -0.18867    0.73406   -0.32251    0.062822   0.053958  -0.068367
  0.028613  -0.55569   -0.076929   0.083942  -0.55339   -0.32789
 -0.35559    0.26182    0.18888    0.35692    0.59567    0.34177
 -0.31455   -0.51951    0.075577   0.17267    0.38219   -0.068665
  0.52503   -0.49227   -0.2648     0.089509   0.47439   -0.44964
 -0.29647    0.75823    0.11347   -0.6373     0.18409   -0.22032
 -0.22992    0.40992   -0.41018    0.44849   -0.1522    -0.19466
 -0.32142    0.50883    0.66035    0.048322  -0.88634    0.058555
  0.04488   -0.078461  -0.57803   -0.078192  -0.015178   0.44644
 -0.23149   -0.051272  -0.031625   0.068902   0.23337   -0.010013
  0.49044    0.46561    0.26991    0.65572    0.40461    0.2549
  0.52113   -0.17438   -0.24841   -0.079192   0.0057039  0.11502
  0.53025   -0.15513   -0.10973   -0.38339    0.074551   0.10621
 -0.11173    0.064832   0.38191    0.19188    0.68809    0.35924
  0.21296    0.31356   -0.33084   -0.34035  ]",4
1714,composer,"[ 0.12528    0.29266    0.26443    0.62923    0.79425    0.3857
  0.041145  -1.1241    -0.89369    0.37007   -0.34557   -0.48917
 -0.54438   -0.23344   -0.49354   -0.23403    0.56575   -0.53559
 -0.24743    1.0331    -0.85737   -0.35223    0.77467   -0.69128
  0.58553   -1.0152    -0.28024   -0.41401    1.1781     0.11125
 -1.2184     0.40078   -0.0044316  0.47158   -0.89177   -0.28353
  0.91228    0.084331  -0.10424   -1.0662     0.71693    1.0562
  0.22608    1.1534     0.65985   -1.2351    -0.65516   -1.2234
  0.037121   0.034387  -0.25205   -0.21701    0.26861   -0.15672
 -0.23024   -1.6182    -1.2465     0.34718   -0.19677    0.68902
  0.88673    1.2196    -0.26211    0.33603    0.41914   -1.0378
  0.92868    0.076295   0.21128   -0.17271   -0.31084    0.41873
  0.045569   0.4767    -0.17044   -0.34615   -0.18839   -0.23419
  0.54596   -0.50364    0.071856  -0.19994   -0.24091    0.23973
 -1.157      0.19575    0.12428   -0.80233   -0.50204   -0.7035
 -0.021747  -0.28601    0.1998     0.41762   -0.15951    0.72366
 -0.56159   -1.2125    -0.59347   -0.68508  ]",0
1715,zwilling,"[ 0.60641   -0.73754   -0.56293   -0.35039   -0.10118    0.35708
 -0.21987   -0.93177   -0.13685    0.4084    -0.0027003 -0.019984
 -0.020578   0.1231     0.15529   -0.72767   -0.1362     0.12362
  0.053664  -0.10998   -0.18009    0.27634   -1.0489    -0.037156
 -0.80478    0.34908    0.37468   -0.088137  -0.4674     0.57801
 -0.23289   -1.1063    -0.13285    0.53527   -0.1776     0.29385
  1.1018     0.45432    0.2914    -0.29422    0.6004     0.77081
 -0.077075   0.19531   -0.58655    0.62826    0.43948   -0.92664
  0.039279   0.5038     1.1559    -0.46688   -0.37396   -0.80798
 -0.28652    0.2651    -0.2407     0.13745   -0.31061    0.39433
 -0.19831   -0.7948     0.21469   -0.39433   -0.037871  -0.96578
 -0.24605    0.57286   -0.25116   -0.54299   -0.18533   -0.58138
 -0.21927    0.14238    1.017     -0.66293   -0.39846    0.1539
 -0.61838   -0.039604  -0.66873   -0.69645    0.023161  -0.025681
  0.79531   -0.42502    0.47522    0.073938  -0.71983    0.47041
  0.53793   -0.67839    0.52637    0.13792   -0.14921   -0.33238
  0.013412   0.54581   -1.1666     0.81302  ]",3
1716,storz,"[-0.0019856 -0.33949   -0.67948   -0.16126   -0.21968   -0.054106
  0.14832   -0.39426   -0.1986    -0.043373   0.34898    0.27684
 -0.15353   -0.41992   -0.36145   -0.090967   0.1395    -0.83246
  0.1284    -0.39711   -0.43685   -0.018924   0.065174   0.23074
  0.084352  -0.44556    0.29304    0.63733    0.642      0.12003
 -0.13814    0.27505    0.32579   -0.15304    0.16546    0.11389
  0.57636   -0.32277    0.20526   -0.14036    0.67038    0.52422
 -0.51972    0.46853   -0.47961    0.41466   -0.0055234 -0.11151
  0.053236  -0.27411    0.22674   -0.28503   -0.6365    -0.7164
  0.16325    0.78695    0.025791  -0.33635   -0.55846   -0.15233
  0.77831   -0.43888    0.24782    0.46351    0.12681   -0.11792
  0.42641   -0.46908   -0.51794    0.17411   -0.11761   -0.21408
  0.52866    0.43914    0.078681   0.37818    0.52873   -0.28379
  0.04596    0.1915    -0.36959   -0.071307   0.42522    0.53926
  0.98364   -0.043344   0.16688   -0.39583   -0.33702   -0.14704
  0.17439   -0.92815    0.44496    0.072948  -0.21157    0.1217
 -0.11141    0.31289    0.088864   0.40437  ]",12
1717,neumarkt,"[ 2.0495e-01 -3.4089e-01 -4.5962e-01  8.0012e-01 -2.4058e-01  3.0523e-01
 -4.2541e-02  2.4591e-02  1.4565e-01 -2.0448e-01  1.9936e-01 -1.0762e-01
 -4.9818e-01 -5.3605e-02 -1.7392e-02 -1.9255e-01  5.5508e-02 -1.9713e-01
  3.3793e-01 -4.3073e-01  3.8725e-01  2.0173e-01 -8.3638e-02 -4.2094e-01
 -4.8997e-01 -4.9397e-01  9.8953e-01  2.1904e-01 -2.0328e-01  3.4443e-01
  7.9808e-02  1.7249e-01  6.7247e-01 -3.6511e-02  5.9238e-03 -2.2436e-01
  3.2019e-01 -3.4551e-01 -1.2280e-01 -2.3468e-01  7.4680e-01 -1.3905e-01
 -3.8905e-01 -4.2074e-02 -2.4574e-01 -4.2819e-01  8.9687e-01 -2.9163e-01
 -2.6167e-01  7.0961e-01 -7.1066e-02  1.8798e-01 -2.6934e-01 -2.1594e-01
 -5.6927e-01  3.3102e-01  6.0086e-02 -3.5852e-01 -2.4677e-01 -1.0301e+00
  5.3351e-02  2.6674e-01 -5.2426e-01 -3.1232e-01 -2.8334e-02  2.1879e-01
 -4.2272e-02 -3.3540e-01 -4.8349e-01 -8.3822e-02  1.5892e-01 -4.0625e-01
  8.6622e-01  1.1861e-01  2.0010e-01  6.0946e-04  2.4677e-02  5.2307e-01
  1.1986e+00  8.0947e-02 -6.3702e-01  1.0330e-01 -4.0190e-01  8.7296e-02
 -2.0581e-02 -2.0945e-01 -4.2617e-01 -5.2702e-01 -5.5584e-02  3.3346e-01
  3.7124e-01 -1.8249e-01  4.8476e-01  8.9657e-01  5.8425e-01  4.8469e-02
  7.5294e-01  3.2101e-01 -2.4741e-01  6.3582e-02]",1
1718,surrender,"[ 0.32314   -0.28602    0.25893    0.47132   -0.18749    0.27926
 -0.031222  -0.36132    0.31671    0.23897    0.64852    1.1412
  0.024164   0.35895    0.32754   -0.25261    0.50337   -0.45188
 -1.119     -0.37694    1.0946    -0.99613   -0.027026  -0.38558
 -0.2442     0.6179    -0.25935   -0.23036    1.017     -0.63974
  0.13511   -0.39997   -0.33846   -0.22887    0.43298    0.12857
  0.77761   -0.70721    0.064632  -0.60949   -0.11196    0.32177
  1.2263    -0.14458    0.37544   -0.48593    0.11136    0.064378
  0.15517   -0.55285    0.047002   0.19373    0.21567    0.80757
  0.22276   -0.49492    0.24592   -0.96245    1.3597     0.083068
  0.13025    0.39716   -0.66914   -0.76966    0.51586   -0.68805
 -0.1597     0.89775   -0.8484     0.16297   -0.50192   -0.74355
 -0.36056   -0.92933   -0.37152    0.59955   -0.61441   -0.2418
 -0.61913    0.24565    1.006     -0.27913   -0.26987    0.39665
 -0.71298    0.13516    0.53521   -0.043937   0.5575     0.42296
 -0.16794   -0.65506    0.35106    0.64099   -0.7918    -0.50021
  0.14867    0.47441   -0.0056446  0.19327  ]",2
1719,breuer,"[ 0.5991    -0.3883    -0.36035    0.084885  -0.46941   -0.36194
 -0.14705    0.20701    0.21668    0.36494    0.68451   -0.17362
 -0.35645    0.8175     0.17536    0.14719    0.18585    0.32294
 -0.46916   -0.57657    0.2663    -0.023382  -0.59584    0.0016737
 -0.035221  -0.5839     0.31944   -0.016558  -0.038471  -0.50619
  0.23971    0.0061065 -0.68386    0.31881   -0.398      0.1659
  0.25339    0.12022    0.38189   -0.19235   -0.097872  -0.060094
  0.087485   1.0143    -0.66703    0.96319    1.013     -0.53928
  0.086896  -0.31152   -0.19759   -0.79459    0.094355   0.077517
 -0.66158   -0.074153  -0.033057   0.33407   -0.28486    0.27444
  1.0096    -0.053018   0.74172    0.93278    0.12054   -0.59659
  0.30302    1.6179    -0.044137  -0.55798   -0.081303   0.45797
 -0.37608   -0.19589    0.28341   -0.18684   -0.20518   -0.062254
  0.08002   -0.1191     0.3754    -0.48132   -0.0051273  0.025688
  0.63026    0.20648   -0.55606    0.53476   -0.38126   -0.22085
  0.13721   -0.12099    0.7801     0.55908    1.1678     0.24438
 -0.049831  -0.50043   -0.40934    0.44207  ]",3
1720,lucke,"[ 0.28976   -0.35143   -0.35983   -0.16436    0.29274   -0.72316
 -0.019405  -0.094705   0.22381   -0.15306    0.037353  -0.51309
 -0.25719   -0.52444   -0.089715   0.56347   -0.33857    0.54001
 -0.10916   -0.28673   -0.072809  -0.035557  -0.083901   0.09205
 -0.5946     0.38661   -0.083202   0.22163    0.0032371  0.20252
  0.10112   -0.14063    0.11367    0.06498    0.089182  -0.18556
  0.23726    0.1542     0.30944    0.52975   -0.078251   0.82649
  0.30559   -0.31069   -0.20309   -0.46466   -0.62896   -0.16005
  0.0089367 -0.059645   0.060525   0.13254   -0.019014  -0.31062
  0.58591    0.70896    0.34791   -0.35281   -0.50489    0.12176
  0.68988   -0.52488    0.26212   -0.22999   -0.13706   -0.18879
 -0.4146     0.30172   -0.21135   -0.30209    0.013205   0.27097
  0.099147   0.5687     0.63084    0.43592   -0.066764   0.25396
  0.43956    0.18933   -0.19203    0.0010959 -0.0056129 -0.13336
  0.68005    0.091763   0.018039   0.0038721 -0.18935    0.029571
  0.20796    0.020935   0.33827    0.07995    0.40964    0.18584
  0.05207    0.35905   -0.45071    0.091624 ]",12
1721,corsten,"[ 0.06271   -0.54951   -0.26873   -0.30098    0.62091   -0.29547
  0.13635    0.79459    0.41758   -0.18187    0.209      0.17521
 -0.2476    -0.52459   -0.11912   -0.063035   0.056809  -0.75762
  0.051542  -0.079845   0.3974    -0.0077263  0.8895    -0.82543
 -0.28914   -0.044503  -0.35338    0.79411    0.46372   -0.031404
 -0.49117   -0.21124   -0.92726    0.5441    -0.30807   -0.045542
  0.68831   -0.25361    0.27735   -0.18146    0.49336    0.014965
  0.32477    0.25444   -0.20144    0.6542     0.09259   -0.46085
  0.21286    0.58004    0.072856   0.70472   -0.054707   0.56435
 -0.13943    0.56185    0.19415    0.41551   -0.47928   -0.0037089
  0.43382    0.0084402  0.21837   -0.3974     0.29226    0.15994
 -0.10792   -0.23029    0.44964   -0.34907   -0.53962    0.22544
  0.56825    0.4568     0.23554    0.042435   0.77894    0.032712
  0.90777   -0.6902     0.079169   0.19024   -0.26212    0.092582
  0.65102   -0.62424   -0.64468    0.21067   -0.62459    0.27876
  0.4678     0.67009    0.025142  -0.14561    0.93775   -0.10418
  0.25111    0.21901   -0.40509   -0.62907  ]",12
1722,primus,"[ 0.16396   -0.0076504 -0.029397  -0.29951    0.29059    0.031142
  0.43282   -0.82385    0.80251   -0.42469    0.33575    0.48162
  0.46762    0.66122   -0.30314   -1.2261     0.67271    0.35904
  0.55046   -0.18751    0.010175  -0.89414   -0.22683    0.38278
  0.75806    0.10869    0.18128    0.37275   -0.22021    0.3639
 -0.43234    0.12702   -0.15535   -0.095274  -0.46918    0.17482
  0.55809    0.98767    0.20535   -0.63237   -0.41049    0.86409
  0.15695    0.14816    0.25339    0.84785   -0.6201     0.089535
  0.26471   -0.21394   -0.5161     0.51062   -0.83376   -0.45663
 -0.3281    -0.41571    0.54941   -0.14125   -0.78476    0.17438
 -0.34118   -0.25998   -0.57855   -0.037991  -0.74241   -0.48065
  0.0052411  0.13163    0.19159   -0.20098    0.3675     0.17104
  0.27651    0.12957   -0.19209   -0.66403   -0.4092     0.20256
 -0.28926    0.10653    0.54724   -0.38834    0.39499    0.15541
  0.32864   -0.0046495 -0.48361    0.12897    0.25303    0.53741
 -0.28371   -0.034014  -0.31564   -0.15139    0.19917   -0.61358
  0.07811   -0.41753   -0.014159   0.23026  ]",3
1723,adoption,"[ 0.88715    0.074521  -0.020574   0.18418    0.060439   0.26279
 -0.40664    0.12151    0.32795   -0.25834   -0.37248   -0.036847
 -0.13725   -0.18985    0.47845   -0.011912   0.40999    0.23816
 -0.1099    -0.12235   -0.89591   -0.27909    0.70758    0.66091
  0.01271    0.23201    0.068402  -0.56197   -0.64132    0.54689
 -0.029354   0.30172    0.5127     0.16312    0.5213    -0.079637
  0.31843   -0.25003   -0.26017   -0.23821   -0.56874    0.17467
  0.076467  -0.15325   -0.60556   -1.0256    -0.17769    0.24015
 -0.16246   -0.57736    0.34098    0.22359   -0.54915    0.36201
 -0.2798    -0.95987    0.0643    -0.49003    1.3976    -0.087111
 -0.13396   -0.3883     0.41307   -0.16323    0.68665    0.075544
 -1.1854     0.03459    0.23013   -0.78557   -0.054307   0.0079873
 -0.20716   -0.332      0.25447    0.22251   -0.66555   -0.37211
 -0.90884   -1.0794     0.21351    0.10946    1.1841     0.37617
 -1.3602     0.12416    0.82496   -0.56559   -0.42822   -0.78033
  0.4392     0.02176   -0.35043    0.28961   -0.056512  -0.347
 -0.25515    0.35063    0.39071   -0.3728   ]",10
1724,walle,"[-0.092448  -1.1001    -0.34992    0.16505   -0.094808   0.18221
 -0.13128   -0.072467   0.49409   -0.064522   0.032146   0.30953
 -0.77799   -0.0024176  0.0060012  0.19083   -0.31144    0.18805
 -0.16107   -0.15363    0.14967    0.4291    -0.81667    0.20122
 -0.45941   -0.10052   -0.20673    0.18175   -0.26787   -0.54886
 -0.43149   -0.41786   -0.14032    0.091542   0.26829    0.052438
  1.0527    -0.017479  -0.085591  -0.0089906  0.43639    0.05814
 -0.24153   -0.37621   -0.17812   -0.50135   -0.38982    0.49656
 -0.0054036  0.041438  -0.52218   -0.11625   -0.9284    -0.24704
 -0.14891    0.10402   -0.19179   -0.035223  -1.0652    -0.21115
  0.82712   -0.60376    0.14601    0.16132    0.1675    -0.28398
 -0.32564   -0.088491  -0.56903    0.30254    0.094918   0.76937
  0.048348   0.11896    0.076626   0.46989   -0.19058   -0.037194
  0.19014    0.0066995  0.092467  -0.20224   -0.25463   -0.52624
  0.19494    0.67195   -0.22592   -0.1791    -0.34672   -0.34951
 -0.0068594  0.62404    0.191      0.28422    0.27561    0.49706
 -0.564     -0.08329   -0.62836   -0.38443  ]",12
1725,quartier,"[ 3.9394e-01 -4.3044e-01  3.6766e-01  8.5344e-01  2.5626e-01  3.6299e-01
  1.9301e-01  4.8657e-01  2.9822e-02  5.2671e-01 -8.6592e-01 -2.3994e-01
  9.7866e-02  4.2249e-02 -1.7389e-01 -4.8624e-01  3.9194e-01 -3.3562e-01
 -1.6297e-01 -3.3376e-01 -5.6423e-04  9.2618e-01 -7.3912e-01 -4.1989e-01
 -2.3039e-02 -1.2796e-01  1.2503e+00  8.5720e-03  6.0710e-01  2.2865e-01
 -1.4878e-01 -8.1391e-01  4.0758e-02  8.3984e-02  4.5189e-01  2.9956e-01
  2.0748e-01  2.8510e-01  2.6443e-01  6.4959e-02  7.2358e-01  1.8859e-01
 -5.8727e-01 -1.8017e-01  2.8955e-01  1.2309e-02  7.1932e-02  2.0957e-01
 -1.7083e-01  6.0663e-01 -9.9588e-01  8.0828e-01 -3.2063e-01 -8.3552e-01
 -8.8850e-01 -2.9553e-01  3.2209e-01  4.8512e-01 -4.5761e-01 -2.0964e-01
 -1.6867e-02 -2.2019e-01 -4.6197e-01 -1.9080e-01 -9.9996e-01 -3.7987e-01
 -3.3483e-01 -5.9072e-01  7.0234e-01 -7.4957e-02 -2.9577e-01 -4.6113e-01
 -1.5299e-02  2.6377e-01  1.5239e-02 -5.6303e-01 -1.6740e-01  4.7272e-01
 -2.7385e-01  4.5682e-01 -1.5258e-01 -2.7795e-01 -3.1295e-01 -9.1475e-03
  4.7180e-01 -5.9643e-03 -4.3170e-01 -6.1012e-01  7.2561e-01  2.1810e-01
 -4.4030e-01  3.9392e-01  5.3474e-01  3.2092e-01  1.2224e+00 -1.8607e-01
  5.1423e-01 -6.3423e-01 -7.0806e-01  1.0056e+00]",4
