,title,vector,cluster
219,beil,"[-0.077439   -0.52642    -0.20422     0.10014    -0.41998    -0.38312
 -0.07054    -0.13426     0.36852    -0.25723     0.10507    -0.0049862
 -0.29428    -0.18348    -0.11847    -0.24734    -0.34913    -0.025397
 -0.075733    0.087407   -0.063171    0.19342    -0.39746     0.18207
 -0.00095144  0.26397     0.14379     0.387      -0.067676   -0.012259
  0.27512    -0.193       0.32002    -0.29293     0.068105   -0.057628
  0.11525    -0.13876     0.18137    -0.025981    0.47465     0.0044197
 -0.27036     0.26188    -0.085816   -0.13707    -0.18675     0.1656
 -0.30972     0.30914     0.13554    -0.22685    -0.032131   -0.40135
 -0.54846     0.65884     0.22696     0.0026286  -0.72044    -0.099055
  0.28182    -0.1831     -0.16597    -0.55488    -0.42683    -0.070478
 -0.21237     0.16244    -0.24964    -0.13245     0.072801    0.11547
 -0.036252    0.098202   -0.14139     0.027023   -0.2345      0.16571
  0.44818     0.11455     0.014412   -0.29126     0.16196    -0.74541
  0.53267     0.54476     0.14344    -0.11645     0.42816    -0.01612
  0.14301     0.22497     0.57704    -0.24828     0.84127    -0.16981
  0.015093   -0.15847    -0.14989    -0.30771   ]",18
220,ranking,"[-0.28815   -0.060601   1.379      0.077227   0.59627    0.015054
  0.27117   -0.37981   -0.24577    0.61713    0.74088   -0.31392
  0.3957    -0.083055  -0.73779    0.29581    0.20907   -0.72899
 -0.91917    0.28331    0.064214   0.023308   0.19322    0.61612
 -0.5386    -1.0977     0.4047    -0.47074    0.79472   -0.25118
  0.18268   -0.16561    0.066971  -0.24405    0.24568    0.69823
 -1.1229     0.38714   -0.011457   0.67251   -0.62811   -0.59737
  0.5067     0.21704    0.43577    0.078906  -0.12598   -0.22653
 -0.21667   -0.95566    0.060484  -0.99118   -0.36123    0.45986
 -0.071891  -0.96037    0.36108    0.0076432  1.4033     0.76539
 -1.0887    -0.50266    0.12362    0.036627   0.098156  -0.36139
  0.31738    0.88363    1.1395     0.582      0.42932    0.12626
 -0.16019    0.45019    0.14902    0.24753   -0.36513   -0.82481
 -0.39498   -0.48756    0.84098    0.013565  -0.063866  -0.9236
 -0.87041   -0.71608   -0.15704   -0.43153    0.50473   -0.046107
 -0.72619    0.64837    0.14306    1.0601    -0.39004   -0.037364
  0.10426   -0.54378    0.45245    0.11753  ]",9
221,loch,"[-0.86528    0.13129    0.39104   -0.25748   -0.41795   -0.35823
  0.26986   -0.045751   0.064112  -0.52815    0.57025    1.4775
 -0.36819   -0.1926    -0.15799   -0.50058    0.20789   -0.33673
 -1.0845     0.75961   -0.29405    0.47099    0.48801   -0.75305
 -0.10103    0.67319   -0.53208   -0.038899  -0.55061    0.28584
  0.29593   -0.25086   -0.41394   -0.37623    0.42812   -0.42989
 -0.21712    0.77259    0.56389    0.0043963  0.2085    -0.35785
 -0.028361   0.87309    0.33632    1.1222     1.0231    -0.64961
  0.50789    0.71799   -1.0042     0.15703    1.0303    -0.25494
 -1.1618    -1.3744    -0.4787    -0.83546   -0.81644   -0.091244
  0.14257    0.75546   -0.27634    0.011232  -0.23706    0.4167
 -0.50457   -0.25313    0.87666   -0.1696    -0.5092    -0.070572
  0.61288   -0.97288   -0.40682   -0.2459    -0.12629   -0.010199
  0.6354     0.56576    0.627     -0.0044141 -0.15931    0.35203
  0.6072    -0.16094   -1.0843    -0.3455     1.076      1.1572
 -0.69873    0.68363    0.3656     0.85942    1.5312    -0.22439
  0.34611   -0.31835    0.016521   0.17229  ]",20
222,,"[ 0.66509   -0.26825   -0.41525    0.10629    0.1476    -1.1243
 -0.22432    0.97281    0.79721   -0.12429    0.77848    1.1641
 -0.18842    0.23272    0.76976   -0.14863    0.28259   -0.24055
 -0.67494   -0.34171    0.14096    0.40131   -0.77688   -0.55406
  0.38397   -0.5142    -0.22076    0.33096    0.40789   -0.27592
 -0.27313   -0.093017   0.060977  -0.062119   0.41807   -0.10911
 -0.10343   -0.06095    0.91993    0.75126    0.14307   -0.35786
 -0.21388    0.0089258  0.56046    0.68425    0.76148    0.34124
  0.65948    0.76136    0.3211     0.30362    0.26827    1.0433
 -0.99321   -2.2457    -0.12988    0.21091    1.1521     0.32552
 -0.01525    0.29271    1.0725     0.18523    0.23274    0.83952
  0.42471   -0.43733   -0.67376   -0.68274   -0.31929   -0.28964
  0.42321   -0.084589   0.41733   -0.71423    1.3649     0.51381
 -0.18369   -0.41271    0.56496    0.48119   -0.17322    0.18665
 -0.76438    0.54613    0.3147    -0.19748   -0.39027    0.96201
  0.051125  -0.25233   -0.74986    0.5521     0.50021    0.42333
  0.12105    0.16789    0.66586   -0.4317   ]",8
223,schacht,"[ 0.14336   -0.3798    -0.291     -0.95923   -0.12336   -0.94583
  0.11517   -0.062864  -0.22675   -0.48919    0.44032    0.23303
 -0.26145   -0.2212     0.56109   -0.59698    0.28864   -0.52104
 -0.13023    0.19907   -0.72006   -0.4256     0.015981   0.7326
 -0.0079621 -0.30936    0.16422    0.57676    0.23615   -0.076535
  0.13094   -0.006893  -0.18699   -0.53987   -0.21383    0.24116
 -0.39955   -0.14685    0.056554   0.0045173 -0.01285    0.045781
  0.41686    0.36738   -1.0122     0.26814    0.16992    0.50364
  0.23389    0.19538    0.049444  -0.19236   -0.23423   -0.71893
 -0.55784    0.46935   -0.0047554 -0.37019   -0.59049   -0.27509
  0.30612   -0.44645    0.22419    0.46915   -0.10465   -0.28915
  0.7249     0.075677   0.26169   -0.21729    0.75709    0.15998
 -0.0041224 -0.29538   -0.091029  -0.27269   -0.32169    0.10581
  0.31204    0.13409    0.84925   -0.95844    0.21317    0.19214
  0.53487   -0.097692   0.071534  -0.43199   -0.36861   -0.11247
  0.288     -0.70879    0.23981    0.0012205  0.62435   -0.0021197
  0.16168   -0.548     -0.74871    0.63141  ]",1
224,kiesinger,"[-1.7143e-02 -5.6811e-01 -3.2841e-01  1.4112e-01 -1.6700e-01 -2.6007e-01
  4.6111e-01 -3.5542e-01 -1.8530e-02  1.0193e-01  2.2721e-01  5.5173e-01
  2.4694e-02  3.1761e-01  7.2486e-03 -5.1224e-05 -6.8414e-01 -9.8275e-02
 -4.2114e-01 -2.1046e-01 -6.6752e-01 -3.5521e-02  1.3493e-01 -3.3909e-01
 -2.6841e-01 -6.3075e-01  8.6289e-02  3.0470e-02  2.8466e-01 -2.9195e-01
  2.4635e-01  7.6121e-02  3.2750e-01 -1.3675e-01 -1.4989e-01  1.3883e-01
  4.1000e-02 -3.9302e-01 -4.5179e-01  4.1516e-01  2.4396e-01  1.2185e-01
  1.2653e-01  6.0131e-01 -3.6017e-01  1.3802e-01  1.7744e-01  1.9124e-01
  4.3819e-01  4.1274e-01  1.1544e-01 -4.1015e-01  2.7503e-01 -7.1313e-01
  6.1815e-02  6.9849e-02  1.4710e-01  1.6604e-01 -6.7643e-01 -1.0378e-02
  5.3656e-01 -5.0901e-01  4.2328e-01  4.5583e-01 -3.3725e-01  1.9833e-01
 -4.8263e-01 -3.9074e-02 -3.7516e-01 -2.3346e-01  1.2471e-01  2.9697e-01
 -1.5466e-01  3.9646e-01 -3.0072e-01  1.3503e-01 -1.2896e-01 -2.5565e-01
  6.1460e-01 -8.7932e-03 -2.6296e-01 -6.6244e-02  1.3337e-01  2.9125e-02
  6.0012e-01  1.0101e-01 -1.0601e-01 -2.6005e-01  1.1633e-01  3.8144e-01
  1.7088e-01  1.9535e-01 -6.7339e-02 -3.5970e-02  5.3443e-01  1.6801e-01
  5.0727e-02  2.4179e-01 -2.0477e-01 -1.1499e-01]",18
225,greyhound,"[ 0.87742   -0.17082   -0.27284   -0.64817    0.19409    0.33537
  0.3747     0.7886     0.27101   -0.65082   -0.19391    0.36732
  0.31886   -0.12339   -0.1031    -0.2775     0.68832    0.007631
  0.59927    0.40156    0.38937    0.37801   -0.1777    -0.46648
  0.12997    0.045859  -0.59298   -0.033345  -0.32915    0.3151
 -0.24429    0.50976    0.10818   -0.051963   0.13402    0.72207
 -0.22983    0.64702    0.53691    0.17511    0.55352   -0.17818
 -0.11129   -0.33927    0.29244    0.96876    0.4619    -0.0022074
  0.55281   -0.12757   -0.44753    0.21254    0.46197    0.27048
  0.3887    -0.32945    0.31314    1.0346     0.32355   -0.050882
  0.15119   -0.27633    0.74308   -0.17669   -0.022692   0.38747
 -1.4895     0.62844    0.46228    0.11619   -1.1265    -0.39821
  0.43859   -0.36826    0.67479   -0.11213    1.4642     0.059247
 -0.54722   -0.85141   -0.58468   -0.72841    0.052798   1.2686
  0.25019   -0.020653  -0.48957    0.12177   -0.18874    0.36212
  0.15426   -0.39453   -0.48026   -0.17164    0.033828  -0.54313
 -0.046277   0.96659    0.89145    0.045236 ]",8
226,,"[-0.62519   -0.49927   -1.013     -0.25522    0.14315   -0.56204
  0.21895    0.68548    0.072255   0.6808     0.078628   0.30959
  0.78702   -0.096268  -0.46441   -0.28255    0.01921   -0.32853
 -0.19727    0.27341    0.41167   -0.059609  -0.55187   -0.043396
 -0.070556   0.85635    0.041768   0.12003   -0.057753  -0.29185
 -0.28112   -0.17049    0.24114   -0.44996    0.23209   -0.29554
  0.022268   0.058345   0.72967   -0.18833    0.41407    0.11725
  0.58351    0.043377   0.22709    0.05282    0.2213    -0.50402
  0.19878   -0.20094   -0.28029    0.6491     0.37753    1.3912
 -0.21674   -2.0192    -0.69795   -0.65766    1.9497     0.64487
 -0.24298    0.62013    0.1112    -0.046956   0.62366    0.27632
 -0.97491   -0.19763    0.24261    0.33238    0.19016   -0.84799
 -0.67326    0.26183    0.48559   -0.22945   -0.0047914  0.96087
 -1.12       0.36873    1.3012     0.12604   -0.36698    1.0131
 -1.5176     0.53953    1.0257     0.13029   -0.12995   -0.014295
 -0.12382   -0.047099   0.12314    0.77085    0.13271    0.059746
  0.18041   -0.11415   -0.082016   0.31929  ]",7
227,,"[ 0.19454   -0.79429    0.31353   -0.098991  -0.12817   -0.039352
 -0.076779   0.14162    0.2554    -0.37112   -0.0073334  0.15402
 -0.3517     0.21297   -0.42585    0.27032   -0.12666   -0.50912
  0.17892   -0.047254   0.0406     0.33041   -0.70236    0.25426
 -0.77467    0.21594    0.39171    0.29841    0.39365    0.15202
 -0.33987   -0.62335    0.075258   0.039892   0.1927    -0.28091
  0.16994   -0.084637  -0.14288   -0.37732    0.52288    0.017028
 -0.46341    0.22143   -0.34193   -0.43699    0.38144   -0.011
  0.093788   0.28637   -0.15229    0.34106   -0.25176   -0.6738
 -0.12469    0.19987    0.09089   -0.26302   -0.50978    0.03655
  0.3078    -0.16604   -0.22444    0.20182    0.16375    0.42344
 -0.64587   -0.30431   -0.099785   0.10399    0.24531    0.057412
  0.75102    0.94901    0.27734    0.037836   0.061516  -0.10572
  0.40887   -0.031021  -0.36224   -0.45001    0.15844   -0.0079547
  0.38007    0.18578   -0.71533   -0.0039001 -0.23431    0.19575
  0.28961   -0.18201    0.25628    0.30476    0.24448    0.43296
  0.44783    0.246     -0.34313   -0.44928  ]",30
228,feuer,"[ 0.44644    0.32866   -0.1833    -0.9127     0.2883     0.45298
 -0.22643    0.19438   -0.088023  -0.14279   -0.23176   -0.51269
 -0.13383   -0.20807   -0.39167   -0.5226    -0.63288    0.70874
  0.28699   -0.41127    0.23578    0.041228  -0.15401    0.22341
  0.12409    0.27745    0.33352   -0.098316  -0.41804    0.10865
 -0.25293   -0.09674   -0.47851    0.63571    0.14696    0.17438
  0.061837  -0.15918    0.090994  -0.24734   -0.13568    0.40721
 -0.25245    0.51884   -0.35671    0.18593   -0.31256   -0.85773
 -0.21213    0.35547   -0.31322   -0.39852   -0.46158   -0.2657
 -0.20438    0.28249    0.063608   0.28829   -0.91881   -0.1988
  0.2915    -0.55585   -0.51988    0.54001    0.18121   -0.21816
  1.1686     0.4989    -0.19873   -0.37214    0.52962   -0.049713
 -0.12179   -0.59842   -0.049464  -0.56709    0.07622   -0.73182
 -0.57595   -0.030415  -0.01734    0.027837  -0.067772  -0.72653
  0.84036    0.18798    0.29922    0.082831   0.11389    0.02393
  0.52312   -0.47309    0.13342    0.63529   -0.010397   0.0019937
  0.27617    0.51909   -0.62546    0.24459  ]",14
229,,"[-0.014662 -0.43267   0.37931  -0.034518 -0.27938  -0.74985   0.60953
  0.21411  -0.56545   0.37324   0.25187   0.62206   0.26666  -0.26293
 -0.017507 -0.74034   0.45969  -0.34105   0.33042   0.72679  -0.2293
 -0.068264  0.25197  -0.4417    0.71676  -0.19293  -0.53749   0.19115
  0.26734   0.21107  -0.75435   0.81828  -0.37331   0.27986   0.17754
  0.28386  -0.042966  0.19048   0.74975   0.34596  -0.85646   0.45601
  0.12725   0.56005   0.71534   0.39898  -0.51868  -0.25727  -0.25404
 -0.19493  -0.61319   0.25996  -0.4109    1.255     0.80085  -1.2221
  0.2887    0.11153   2.0299    0.48401   0.47877   0.98947   0.58234
  0.09781   0.31999  -0.72841  -0.24241   0.37126  -0.70732   1.1261
 -0.59983  -0.5591    0.14549   0.1389    0.26515   0.74782   0.5876
  0.56835  -0.63737  -0.10264  -0.21738  -0.39225  -0.19074  -0.26976
 -1.2331   -0.4911    0.75851  -0.035793 -0.31049   0.032461  0.14845
 -0.067627  0.30921   0.42057   0.24461   0.71181   0.1356   -0.2967
 -0.39452  -0.97635 ]",21
230,,"[ 0.055684   0.10832   -0.058621  -0.028176  -0.53787    0.32828
 -0.034967   0.56501   -0.0050454  0.14709   -0.70519   -0.53259
  0.87722    1.0295     0.18915    0.087612   0.27359    0.14183
 -0.10164    0.29168   -0.41164    0.8339    -0.82232    0.24948
 -0.12432    0.054249   0.088638  -1.3066     0.13969   -0.18154
 -0.10227    0.41141    0.51807    0.3597    -0.52075    0.26531
 -1.2546    -0.24653    1.0425    -0.40925    0.27731    0.60319
  0.26654   -1.1164    -0.3245     0.1095    -0.20146    0.11333
  0.078068  -0.029968   0.065078  -0.51971    0.36329    0.015661
 -0.16086    0.027909  -0.55065   -0.29487    0.081164   0.069414
  0.50877    0.32095    0.64907    0.158      0.10833    0.0036445
  0.53434    0.25091   -0.15992    0.45212   -0.38118    0.26884
 -0.16612   -0.0046714  0.075531  -0.061919   0.041939   0.041839
 -0.054657  -0.3448     0.058183   0.35175    0.20857    0.31997
 -0.76444    0.098393   0.78943    0.62279   -0.55571   -0.70168
  0.43934   -0.12429    0.92761    0.42997   -0.19055    0.21329
  0.5691    -0.12724   -0.15341   -0.33565  ]",29
231,unicredit,"[ 0.45503   -0.6644     0.14659   -0.15502    0.42569   -0.45444
 -0.22673   -1.1568    -0.3274     0.28582   -0.01775    1.2776
 -1.3863     0.19712   -0.71297   -0.026747  -0.28948   -0.85846
  0.032985  -0.038421  -0.17805    0.10604    0.19302    0.94467
 -0.60792   -0.84292   -0.17706    0.42886   -0.40287    0.14817
 -0.62762    0.30618   -0.65976   -0.088968  -0.0051772 -0.019534
  0.8034     0.39149   -0.40655   -1.2873     0.57907   -0.30044
 -0.10625    1.0155    -0.18626    0.58536    0.22787   -0.28306
 -0.42766    0.62005    0.28275   -0.18794   -0.19381   -0.70956
 -1.4292    -0.87848   -0.35485    0.4032    -0.82069    1.2327
  0.55977   -0.58068   -0.006209   0.82403   -0.30661    0.48765
 -0.027682   0.46052    0.19167   -0.78964   -0.027734   0.75681
  0.29674   -0.55482   -0.36083   -1.3104    -0.19672   -0.61266
  0.11912   -0.57227    0.87547   -1.1543    -0.13222    1.0147
  0.35845   -0.81644    0.017105   0.18443    0.24086   -0.34758
  0.99454   -0.69357    0.72231   -1.0065     0.12914    0.67848
  0.4249    -0.041543  -0.96706    0.49136  ]",1
232,,"[-5.3189e-01  3.8522e-02 -7.4385e-01  1.1975e-01 -3.5854e-02  3.2021e-01
 -6.0720e-01 -5.1621e-01  4.3381e-01  7.0876e-01  7.3111e-01 -1.6252e-01
  2.5540e-01  2.6176e-01 -6.2946e-02  5.4167e-01  3.2348e-01  5.2404e-01
 -3.1178e-01  3.2737e-01  2.0785e-01 -2.7388e-01  8.2339e-02 -6.3612e-02
  9.4746e-02 -1.3276e-01 -3.8659e-01  5.7245e-01  4.3396e-01 -4.9687e-02
 -1.5231e-01 -4.6730e-01 -3.8830e-01  1.2329e-02 -6.1560e-02  8.4770e-02
 -9.5411e-02 -4.9170e-01  1.0621e-01 -1.7556e-01 -2.9439e-01  5.7150e-01
 -2.4707e-01  4.6761e-01  3.7513e-01  5.8580e-01 -4.5638e-01  4.4037e-01
 -5.5809e-01 -3.2557e-01 -5.3299e-01  1.1009e+00 -3.8864e-01  2.2382e-01
 -1.7237e-01  8.3906e-01  2.9768e-01  2.3138e-01 -1.4539e-01 -2.0406e-02
  2.7863e-01  1.2108e-01 -1.0047e-01  4.2929e-01 -2.8682e-01  2.4989e-01
 -1.1821e-01 -2.6123e-01 -2.1349e-01 -2.5688e-01 -9.1701e-01 -4.8826e-01
  1.0091e-01 -3.9308e-01  3.8306e-02 -1.6409e-01  1.1408e-01  1.2549e-01
  6.2632e-01 -2.3939e-01 -9.0274e-04  4.7322e-01 -7.6195e-01 -9.0311e-01
  4.8398e-01 -4.5662e-01  2.2057e-02  6.4212e-01 -3.1676e-01  2.4070e-01
 -3.0244e-01  3.4822e-01  5.1256e-01 -2.3891e-02 -5.6411e-02 -3.1241e-03
 -3.8698e-02  9.4849e-01  5.5610e-03  2.2581e-01]",30
233,,"[ 0.18334   -0.25809    0.033838  -0.31619    0.11228    0.48532
  0.12749    0.12335   -0.60577    0.1733     0.23894    0.59228
  0.11497    0.43476   -0.16388    0.11733    0.42666   -0.23619
  0.39719   -1.3466    -0.4555     0.36941   -0.94758   -0.40741
 -0.62253    0.12376   -0.16192    0.65464    0.28384   -0.14825
 -0.49258   -0.3701    -0.11268    0.61495   -0.19826   -0.09715
  0.58515    0.027298   0.06632   -0.1682     0.87144   -0.22369
 -0.75754    0.99564    0.23259   -0.70498    0.44023   -0.011518
 -0.050453   0.73912   -0.43862    0.15064   -0.50125   -0.65321
 -0.82514    0.332      0.99711    0.30158   -0.78544    0.11402
  0.22255    0.059571   0.54439    0.65347   -0.20898    0.10883
 -0.16967    0.19509    0.64871    0.01962    0.14536   -0.38476
  0.014896   0.0054356 -0.10494   -0.16804    0.984      0.14966
  0.46391   -0.3236     0.16643    0.17011   -0.19208   -0.46449
 -0.38617    0.086666   0.40189    0.40712   -0.0073574  0.76195
 -0.0017735 -0.41659    0.41175    0.84894    1.3144     0.34029
  0.92067    0.11447   -0.21703   -0.19948  ]",3
234,,"[ 0.26232   0.059981  0.058808  0.41625  -0.66648  -0.087637 -0.22638
 -0.049324  0.42797  -0.12791   0.35117   0.21372  -0.3133    0.1451
 -0.20785   0.23352  -0.048875  0.24903   0.28777  -0.097541  0.43069
  0.16063  -0.68077   0.40268  -0.058812  0.19074   0.18561   0.3346
  0.21631   0.27268   0.10723  -0.37457   0.031517 -0.55428   0.28799
 -0.097524  0.054175 -0.58508   0.017734 -0.11168   0.23431   0.29488
 -0.075779  0.2784    0.34644  -0.65833  -0.44637   0.29302  -0.53156
  0.20659   0.0669   -0.12535  -0.17367  -0.32592   0.3237    0.52769
  0.26037   0.39488  -0.15821  -0.37298   0.4338   -0.1769   -0.065535
 -0.28155  -0.07546   0.54015  -0.34804  -0.28411   0.069177  0.10135
  0.38231   0.22438   0.27931   0.34542   0.25372  -0.20016  -0.024132
  0.032369  0.43003  -0.11862  -0.1082   -0.51676   0.51281  -0.1335
  0.33667  -0.28718  -0.13968   0.011803 -0.232     0.33175  -0.060997
  0.12515   0.46816   0.095535  0.47036  -0.15861   0.6288    0.1432
 -0.66695  -0.55039 ]",6
235,,"[ 0.40809    0.10353   -0.36501    0.14948   -0.074406  -0.042924
  0.098157  -0.049216   0.24045   -0.40564    0.012162  -0.1233
  0.028462  -0.22091   -0.25119    0.296      0.0076766  0.042926
  0.28571   -0.253      0.027404  -0.18737   -0.71502   -0.80678
 -0.28183    0.046299   0.13466    0.34319    0.015335   0.18755
 -0.087325  -0.18075    0.057689  -0.355      0.41748   -0.31691
  0.2204    -0.32246    0.30106    0.020056   0.19154    0.51698
 -0.21596    0.62828    0.053489  -0.11376   -0.19856    0.40188
 -0.4161     0.56729    0.063838   0.1756    -0.24744   -0.97294
  0.028238   0.88919    0.0041218 -0.010737  -0.15027   -0.11686
  0.60686   -0.32205    0.076735  -0.0082474 -0.28812    0.14908
 -0.48824   -0.20918   -0.31055   -0.012559   0.60951    0.40135
  0.042888   0.39326    0.087053   0.24893    0.29682   -0.041688
  0.29456    0.11076   -0.54793    0.081452   0.1518    -0.37946
  0.30642   -0.055194  -0.43286    0.050509   0.019392   0.31959
  0.066152   0.28659    0.23835    0.11068    0.92625   -0.15148
 -0.050707   0.22779   -0.52143   -0.26586  ]",6
236,einhorn,"[ 0.74066   -0.72768    0.53266   -0.59476    0.35953    0.33234
  0.5435     0.40193   -0.11543    0.3914    -0.34667    1.0828
 -0.59547    1.0376     0.34807    0.83355    0.025828  -0.08089
  0.28506   -0.35617    0.094583   0.074448   0.47293   -0.0060328
  0.6293     0.1952     1.0672    -1.0563     0.020316  -0.26366
 -0.28823    0.19069   -0.3144     0.50026   -0.17142    0.71636
  0.50887   -0.54953    0.34248   -0.061272  -0.75864    0.018741
  0.83672    0.37634    0.50891   -0.03822    0.49674   -0.2186
 -0.020594  -0.024323  -0.17538   -0.50994    0.50695   -0.26413
 -0.17059    0.64998   -0.29039   -0.63979    0.074479   0.044478
  0.31383   -0.0092118  0.31089   -0.26056    0.44324   -0.092843
  0.59018    1.0089    -0.52314    0.40043    0.066746  -0.46038
 -0.61281   -0.56078   -0.12697   -0.12896   -0.21244   -0.20446
  0.0678     0.29357    0.53256   -0.03061   -0.14156    0.099216
  0.45853    0.16015    0.58715   -0.088877  -1.0287     0.20284
 -0.079353  -0.93286    0.47138   -0.088148   0.21967   -0.17655
  0.93336   -0.1445    -0.5495     0.31356  ]",14
237,,"[ 5.8560e-01 -3.1388e-01 -8.6231e-02  2.6879e-02  3.0866e-02 -2.2817e-01
  3.5266e-01 -3.2907e-02  1.6746e-01  4.5047e-01  1.5257e-01 -2.3955e-01
 -1.4130e-01  1.1899e-02  3.9001e-02  9.0701e-02 -5.4915e-01  3.5815e-02
  1.4890e-01 -2.6276e-01 -2.3342e-01  2.7876e-01 -2.2795e-01 -3.4473e-01
 -6.3845e-01 -1.2287e-01  5.1253e-01 -8.4601e-03  1.6774e-01 -5.4397e-02
 -1.4992e-01 -3.1118e-01  5.0106e-01 -2.0143e-01  3.0579e-02 -8.5655e-02
 -7.3099e-02 -4.3434e-01  1.3855e-01 -3.0499e-01  6.0456e-01 -2.2636e-01
 -1.3601e-01  1.9211e-01 -4.0462e-01 -2.1037e-02  6.5922e-01 -6.7952e-02
  2.7607e-01  8.5764e-01 -2.2502e-01  6.2126e-02 -7.1450e-02 -9.9321e-02
 -1.1572e-01  4.2225e-01 -1.8870e-01 -1.7328e-01 -6.9646e-01 -6.5194e-01
  3.1008e-02 -1.8888e-01 -1.9003e-01 -4.1795e-01 -1.0861e-01  3.0389e-01
 -3.2458e-01 -2.6746e-01 -6.0230e-01  6.9660e-02 -1.2198e-01  1.3408e-01
  4.8373e-01 -1.8104e-01 -4.5547e-02  3.1772e-05  6.5654e-01  7.4550e-02
  8.0529e-01  1.6954e-01 -4.5123e-01  4.5562e-02 -4.6945e-01 -2.7574e-02
  9.2069e-02 -1.1125e-01 -5.9037e-02  2.4014e-01  1.1747e-02  7.1413e-01
 -1.0146e-01  3.4510e-01  2.2462e-01  3.1592e-01  7.2452e-01 -3.2966e-02
  2.6649e-01  2.9697e-01  9.8468e-02 -3.2456e-01]",30
238,,"[-4.1464e-01 -2.4022e-02  6.9038e-01 -1.6917e-01  5.3466e-01 -3.2578e-01
 -3.0617e-01 -4.3134e-01  6.8232e-01 -1.4584e-01  9.6716e-01  1.0579e-02
  1.3908e-01 -1.1725e-01  5.5441e-01  3.2449e-01  8.6632e-01 -3.5831e-01
 -8.0944e-01  2.9462e-01 -8.2374e-01 -3.6054e-01  6.5430e-01 -4.0186e-01
 -1.0906e+00 -2.8781e-01  7.4878e-01  1.2371e-01 -4.7490e-01  5.8669e-02
  1.9408e-01  5.2256e-01 -6.8032e-01  1.1185e-01  1.4003e-02 -9.1424e-02
 -4.1769e-01  6.0061e-01 -3.1572e-01 -1.5720e-01 -2.8079e-01 -2.4416e-01
 -5.0088e-01 -3.8712e-01 -4.0294e-01 -2.3302e-01 -2.4607e-01 -2.6591e-01
  5.2459e-02 -5.1935e-01  1.2673e+00  3.2769e-01  3.1686e-01  8.9019e-01
  1.4828e-01 -1.4152e+00  1.3825e-01 -1.0252e-01  2.6421e+00  2.4993e-01
 -6.2259e-01  6.8818e-01  7.6016e-02 -3.5118e-01  7.2557e-01 -3.7386e-01
  5.4931e-01  1.4937e-01  1.1453e+00  5.7868e-01 -4.0660e-01 -2.8072e-01
  5.1556e-01 -1.2488e+00  5.5752e-01  3.7994e-01  2.7854e-01 -1.6695e-01
 -1.6687e+00 -2.8786e-01  9.9649e-01  3.8067e-01 -3.0222e-01 -3.0318e-01
 -1.6912e+00 -3.3104e-02  7.4713e-01  7.4808e-03 -5.0721e-02 -1.3296e-03
  1.6473e-01  2.3013e-01  1.2429e-01 -3.8696e-01  8.3726e-02  1.5447e-02
  3.6349e-01 -8.8175e-01  4.4565e-01  4.0437e-01]",7
239,frieden,"[ 0.17481   -0.87458   -0.3567    -0.38629   -0.011937  -0.50377
 -0.5878     0.015617   0.81176   -0.9433    -1.0497     0.025842
 -0.5157     0.02325    0.60163   -0.017246   0.29396    0.20132
 -0.74596   -0.31394    0.22391    0.52745   -0.8544     0.47703
 -0.64838   -0.35861    1.2283    -0.1896    -0.59724    0.19235
 -0.77761   -0.39752    0.085616   0.53819   -0.32777   -0.0041404
 -0.49915    0.69494   -0.021264   0.33032    0.37609   -0.13722
 -0.56176   -0.39882   -0.26155    0.52643   -0.0025744 -0.12042
 -0.044814   1.1083     0.23262   -0.71633   -0.29029    0.35567
 -0.34081   -0.3273     1.0334     0.96338   -1.2334     0.10051
  0.69912   -0.41329    0.71429    0.24992   -0.3408     0.29306
 -0.27833    0.59435   -0.050546  -1.1004     0.073999  -0.23923
 -0.1732     0.46197    0.77632   -0.23639   -0.29568    0.15128
 -1.0827    -0.71366   -0.018268  -0.18634   -0.48106   -0.1767
 -0.24977   -0.2816     0.087916  -0.21974   -0.25834   -0.047823
  1.0805    -0.28856    0.24552    0.23944    0.38893    0.14994
  0.035504   0.5809    -0.54439   -0.0047709]",1
240,,"[-1.2561     0.40221    0.032686  -0.31508    0.30301    0.57149
  0.16658   -0.075752   0.58465    1.1506     0.70026    0.19718
 -0.58286   -0.17658    0.048827  -0.018332   0.099218   0.49862
  0.0092135  0.4017     0.4996     0.25825   -0.10224    0.76135
  0.45297    0.63175    0.09395    0.13132    0.038279   0.36696
  0.38966    0.80829   -0.47574    0.30232    0.24875    0.035333
  0.54284    0.45404    1.0109    -0.44267    1.5308    -0.92615
  1.1452    -0.14905   -1.0545     0.17891    0.76568   -0.39327
 -0.078624   0.66589    0.15673   -1.5197    -0.12371    0.99528
  0.56076    0.011445  -0.39383    0.58918    0.76192   -1.2708
  0.78888   -0.11841   -0.76391    0.61961   -0.81092   -0.17031
 -0.060604  -0.43029    0.22757   -0.9719     0.3638     0.97455
 -0.27438    0.59195   -0.67018    0.92864    0.34989   -0.7342
 -0.28587   -0.39398    0.27798    0.40865    0.028935  -0.49575
 -0.54966    1.457      0.63267   -0.16627    0.010345   0.22245
 -0.043138   2.0799    -0.32822   -0.52806    0.65735   -0.71173
  0.63713    0.17252    0.84207    0.58369  ]",20
