,title,vector,cluster
823,,"[ 0.089039  -0.42649   -0.70799    0.0052309 -0.086882   0.093934
  0.24498   -0.51064    0.51815   -0.74266    0.2486     0.53891
 -0.13731   -0.24593   -0.070673  -0.22039   -0.020334   0.16505
  0.29514   -0.14607   -0.15213    0.052151  -0.80163   -0.11934
 -0.46599    0.6646     0.22665    0.17902    0.13065    0.3441
  0.0075064 -0.58422    0.17067   -0.020722   0.19386   -0.078386
  0.10593   -0.49086    0.26501   -0.013326   0.34109   -0.17579
 -0.47567    0.11833    0.19924    0.17022   -0.42067   -0.029852
  0.0085924  0.30547   -0.30606    0.13391   -0.18694    0.0031966
  0.19595    0.347      0.24781    0.55355   -0.52799    0.1506
  0.24571   -0.57985   -0.38313   -0.024724  -0.53701    0.079966
 -0.07034   -0.46562   -0.4739    -0.0013693  0.8301     0.41639
 -0.42378    0.49088   -0.071099   0.1994    -0.36465    0.26963
  0.15979   -0.071306  -0.36684   -0.19677    0.23423   -0.42119
  0.61797   -0.36225   -0.13765    0.40855    0.12622   -0.062015
  0.46401    0.17252    0.30544    0.11791    0.17968   -0.11483
 -0.19001    0.084777  -0.42071   -0.025654 ]",6
824,sandmann,"[ 0.0098742 -0.063668  -0.48389    0.017226  -0.18478   -0.32222
  0.16597   -0.16648    0.25203   -0.46922    0.098828   0.32821
 -0.11437    0.034975  -0.12788    0.18088   -0.23684    0.11439
  0.018503  -0.21801    0.13141    0.11693   -0.65877   -0.073168
 -0.33108    0.36769    0.19379    0.36816    0.091774   0.30327
  0.032107  -0.35403    0.064995  -0.33846    0.22953   -0.086383
  0.072727  -0.33229   -0.035348   0.19734    0.085848   0.40143
 -0.21225    0.50283   -0.0029223 -0.071321  -0.40043    0.16373
 -0.0087709  0.51389    0.22632   -0.025816  -0.24433   -0.41692
 -0.019468   0.60875    0.42681    0.0062882 -0.56793   -0.4969
  0.39875   -0.59668   -0.29955   -0.23449   -0.1232     0.24882
 -0.41202   -0.20639   -0.068605  -0.010675   0.22235    0.63506
  0.16328    0.24109    0.15062   -0.16695    0.16568    0.30948
  0.25613   -0.05264   -0.36681   -0.17231    0.26458   -0.44654
  0.42308    0.20349   -0.38694   -0.10131    0.037644   0.1376
 -0.22636    0.0044781  0.39578   -0.11622    0.37442   -0.016453
  0.26859   -0.016593  -0.51751   -0.27303  ]",6
825,kohle,"[ 3.7604e-01 -2.3402e-01 -5.5937e-01  1.2388e-01 -7.5820e-02 -6.8264e-01
  2.9687e-01  2.7577e-01  1.5046e-01 -1.3595e-01 -2.8021e-01  3.7173e-01
 -1.5464e-01 -2.2149e-02  1.0434e-01 -8.4688e-02  1.7345e-02  3.9380e-01
 -8.3160e-02  4.4494e-01 -7.2902e-02  4.3826e-02 -7.3788e-01  1.5266e-01
 -6.6602e-01  4.0511e-01  2.8390e-02  3.7102e-01  6.2375e-02  1.9578e-01
 -1.5915e-01 -4.7964e-01  1.7747e-01 -1.8172e-01  1.4668e-03  3.8915e-02
  3.2073e-01 -3.4531e-01 -2.7828e-02 -1.4533e-01  3.4357e-01  1.3704e-02
 -6.6290e-03  2.7306e-01 -5.0107e-01 -1.0682e-01 -1.1379e-01  6.7161e-01
  3.1868e-04  1.8271e-01  3.6026e-01  5.6794e-02  2.0591e-01 -2.2894e-01
  1.2919e-01  6.8919e-01 -9.8168e-02  5.7562e-01 -5.1126e-01 -3.0338e-01
  4.2752e-01 -6.7003e-01  5.5519e-02  5.2068e-02  2.7421e-02 -3.8575e-01
 -4.5138e-01  1.6977e-01 -1.9740e-01 -1.2814e-01  1.7906e-01  3.8152e-01
 -7.7865e-02  3.1602e-01  1.8192e-01 -3.8569e-01 -4.2539e-02 -1.8570e-02
  3.7263e-01  3.9786e-01 -1.6756e-01 -9.0826e-02  4.3919e-02 -8.8155e-02
  7.4130e-01  6.2586e-02 -4.3261e-01  1.2858e-02  1.4705e-01  1.7540e-01
  2.0790e-01 -8.9993e-02  6.1916e-01 -5.8644e-01  5.4194e-01  3.4684e-01
  3.8162e-01  2.4395e-01 -5.5067e-01 -1.1616e-02]",18
826,,"[ 0.089319  -0.37418   -0.34091    0.39032   -0.27799   -0.23937
  0.11127   -0.20072    0.60098   -0.26236    0.1948     0.17866
 -0.061006  -0.070266  -0.13481    0.14281   -0.27729    0.39759
  0.16148    0.24616   -0.16605   -0.32935   -0.43041   -0.40508
 -0.34371    0.12711   -0.19893    0.19424    0.11414   -0.065036
 -0.075157  -0.10937    0.1097     0.094868   0.25825   -0.16031
  0.30469   -0.095564  -0.23714    0.29891    0.11388    0.62476
  0.16324    0.08165    0.18806    0.2641    -0.32253    0.099165
 -0.018961   0.33643    0.16573    0.23771   -0.47849   -0.581
  0.28448    0.35572   -0.091527   0.36233   -0.46117   -0.22881
  0.0066774 -0.44251   -0.040247  -0.25595   -0.21298   -0.13047
 -0.42348   -0.40039   -0.46456    0.31236    0.47349    0.44362
  0.021997   0.23317   -0.26901    0.19176   -0.035107  -0.14744
  0.51883    0.27492    0.0066596 -0.067784   0.064699  -0.20918
  0.28563    0.025238  -0.43979   -0.24291    0.19981    0.031013
  0.021869   0.39546    0.16693   -0.17433    0.46713    0.13867
  0.033033   0.11532   -0.6053    -0.26326  ]",18
827,,"[ 1.0429e-03  3.1370e-02  5.5932e-02 -5.7844e-01  7.3645e-01  6.0263e-01
  2.7843e-01  1.2287e+00 -6.2002e-02 -6.8009e-01  1.5718e-01  4.8911e-01
 -1.0752e-01 -4.6959e-01 -2.9800e-01  1.4204e-01  1.1756e+00  1.0212e-01
 -2.0099e-02  3.3575e-01  1.0279e+00 -7.4329e-02 -2.8721e-01  1.6051e-01
  1.2601e-01  5.3837e-01 -7.1947e-02  6.7264e-01  7.5317e-02 -3.8931e-01
 -3.0264e-01 -2.1553e-01 -1.7424e-01  1.4697e-01 -1.6906e-01  5.2548e-01
  4.4321e-01 -2.5721e-01  4.6473e-01  1.5812e-02 -1.8052e-01 -2.2162e-01
  5.8629e-01  4.2185e-01  2.2886e-01 -1.2813e-01  3.8743e-01  3.3209e-01
  2.9610e-01  5.5049e-01 -4.8585e-01  6.0101e-01 -3.3649e-01  6.2643e-01
  1.5564e-01 -2.3058e-02 -7.1114e-01  8.0097e-01  8.7764e-01  2.4299e-01
 -1.5693e-01 -9.4130e-02  4.4168e-01 -1.5206e-02  1.3548e-01  1.1850e-02
  1.7433e-01 -9.3156e-01  1.9953e-01 -8.6934e-02 -1.4115e-01 -1.1975e+00
 -2.9681e-01 -1.1871e+00 -3.2741e-01  3.6915e-01  1.0163e+00 -2.7878e-01
 -5.0153e-01 -2.5417e-01 -3.4118e-01  7.0223e-01  1.0132e+00  2.0556e-01
  6.7383e-02  3.4162e-01 -2.7485e-02 -1.3908e+00 -3.1243e-01 -1.3943e-01
 -1.3127e-01 -5.5787e-01  3.4776e-01  4.7203e-02 -3.5883e-01 -6.5751e-01
 -4.5834e-01  5.0180e-01  7.4879e-01  2.6803e-01]",8
828,spot,"[-0.24728    0.022704   0.44901   -0.50958    0.40119   -0.11208
 -0.020344   0.25993   -0.097421  -0.027505   0.3431     0.011516
  0.29928   -0.55364    0.40904    0.13599    0.47681   -0.39812
 -0.13825    0.11975    0.30938    0.15079   -0.251      0.27021
  0.6288    -0.22483    0.43305   -0.012917  -0.0075336 -0.28733
 -0.51311    0.03063    0.29836    0.60672    0.72245    0.2041
 -1.3531     0.22138    0.012627   0.022867   0.41554   -0.4299
  0.35967   -0.35461    0.0072536  0.23571   -0.34344    0.22904
 -0.16244   -0.74435    0.20194    0.052806  -0.66734    1.1546
  0.032158  -2.5114    -0.12468    0.2453     1.3394     0.34949
 -0.71127    0.75891    0.14496    0.074061   0.4493    -0.46423
  0.30444   -0.14909   -0.23795   -0.43412   -0.50442   -0.040971
  0.45111    0.19121    0.224      0.31748   -0.25591   -0.41765
 -0.0079513  0.13858    0.37965    0.12642   -0.84087   -0.31196
 -0.32856   -0.83857   -0.19951    0.42325    0.36863    0.24858
 -0.31887    0.46443    0.53967    0.35723   -0.8937     0.30195
 -0.030966   0.70991    0.26275   -0.08268  ]",9
829,mercator,"[-1.8072e-01  5.0054e-01 -4.6345e-01  4.0187e-01  1.1901e-01 -6.7185e-01
  4.2642e-01  5.8534e-01 -1.0809e+00  1.1360e-01  4.3569e-02 -4.3783e-01
  3.9913e-01 -3.3992e-01  4.8209e-01  1.1685e+00 -1.8271e-01 -3.9252e-01
  1.1576e+00 -6.2848e-01 -5.0141e-01 -2.5719e-01  7.5083e-01  3.8503e-01
 -2.2936e-02 -4.2717e-01  3.1483e-01  3.9415e-01 -5.2410e-01 -2.0433e-01
  1.0343e+00 -4.0615e-01 -5.5775e-01 -1.0437e-01 -6.9082e-02  1.4464e-01
  1.0627e-01  2.4293e-01  4.7909e-01 -5.9724e-01 -1.6474e-01  5.9980e-01
 -6.3350e-02  6.9905e-01 -8.0963e-01  6.4437e-01  2.4766e-01  1.7380e-01
  4.0275e-02  1.2645e+00 -3.5197e-01  3.1767e-02 -3.2328e-01 -3.1363e-01
 -1.9824e-01 -5.8809e-01  1.0215e-01  3.6593e-01 -4.7802e-01 -1.4572e-01
  1.0844e+00 -1.4728e-02 -7.6770e-02 -2.6784e-01 -6.0343e-02  2.1931e-01
 -7.7045e-01  1.2709e-01  1.6816e-01 -2.0652e-01 -2.6086e-02  2.9358e-01
 -2.3397e-01 -9.5479e-02 -2.9223e-04 -5.7558e-01  2.3587e-01  1.0172e+00
 -1.6944e-01  5.1663e-02 -5.8970e-01 -2.6187e-01 -1.3157e+00  5.4562e-01
  6.0363e-01 -6.0845e-01  4.7163e-02 -3.2350e-01  5.8373e-02 -3.2136e-02
 -2.4148e-01  4.1814e-01  5.3115e-01 -4.8156e-01  9.4942e-03 -7.1229e-01
  9.3577e-01  1.0182e-01 -3.8995e-01 -3.7996e-01]",14
830,,"[-0.10921    0.14695   -0.085777   0.012437  -0.48851   -0.21221
 -0.31325   -0.055677   0.041882  -0.35759    0.30551   -0.23095
 -0.69405   -0.36592   -0.5874     0.0048768  0.22374   -0.21287
  0.14803   -0.13053   -0.071405   0.2701    -0.39955   -0.55905
 -0.068943  -0.049966  -0.29341    0.16522   -0.005693   0.041236
 -0.25849   -0.27234   -0.10805   -0.31816    0.067579  -0.067835
  0.47496    0.22576   -0.065289  -0.0019989  0.64389   -0.037083
 -0.20088    0.35856   -0.033668   0.16394   -0.75217    0.40764
 -0.4642     0.57032    0.0064279  0.91837    0.36133   -0.084684
 -0.13658    1.0399    -0.2093     0.46774   -0.318     -0.47765
 -0.25665   -0.74767   -0.038811  -0.041603  -0.23421    0.38507
 -0.078268  -0.11655   -0.090249   0.44006    0.19571    0.35425
 -0.44218    0.43486    0.54628   -0.27378    0.42093   -0.079335
 -0.19799   -0.53428   -0.40659   -0.28646    0.11021    0.31401
  0.33154   -0.53514   -0.13954   -0.16093   -0.2435     0.054443
 -0.14298   -0.16901    0.011223   0.12474    0.67273   -0.06609
  0.72593    0.18843   -0.16503    0.24539  ]",6
831,,"[ 0.54082    0.15676    0.49744   -0.65755   -0.45573    0.0018434
  0.64382    0.71549    0.23459    0.23809    0.37412    0.30628
 -0.76435   -0.47872    0.04317   -0.13292    0.004389  -0.0405
  0.23655   -0.19218   -0.26814    0.3038    -0.75596    0.16895
 -0.13996   -0.06737   -0.68697    0.51369    0.36839   -0.22421
 -0.5697    -0.89713    0.38985   -0.01753   -0.65426    0.49047
 -0.45564    0.76886   -0.34802   -0.13585    0.49212    0.27788
 -0.32873    0.39725   -0.69855    0.1137    -0.047746  -0.31791
 -0.18101    0.66398   -0.51647    0.87217    0.70379    0.17295
 -0.65936   -0.11534    0.55428    0.039604  -0.31333   -0.60381
  1.1443    -0.40236   -0.29497   -0.19611   -0.2401    -0.0020258
 -0.049284  -0.73332    0.11973   -0.15479   -0.36881    0.11031
  0.14569   -0.12982   -0.68446    0.69338   -0.072132   0.14307
 -0.068421   0.044062  -0.12179   -0.28465   -0.13625   -0.26003
 -0.54898   -0.3256    -0.11024   -0.38076   -0.48218   -0.14364
 -0.11954    0.22545   -0.052167  -0.050443   1.1077     0.56095
  0.36431    0.46916    0.18938    0.96639  ]",20
832,preis,"[ 0.14139   -0.56123   -0.095263   0.43089    0.036846  -0.53035
  0.2875    -0.21793    0.4101    -0.59954    0.36995   -0.29452
 -0.63055    0.21388   -0.45593    0.44026    0.64776   -0.078175
 -0.42447    0.48554    0.15416   -0.068377  -1.3851     0.4428
  0.41558   -0.23189    0.28289    0.84483    0.038382  -0.90748
  0.24483   -0.47656    0.24706   -0.10685    0.47212    0.10583
 -0.3714     0.26176   -0.55513    0.75949   -0.0017091 -0.43515
 -1.213      0.55186   -0.65503    0.13833    0.34052   -0.036357
 -0.6041     0.36532    0.076913  -0.070338   0.26929   -0.19728
 -0.801      0.41519    0.18975    0.67046   -0.89766   -0.12398
  0.94954    0.13659   -0.050086   0.78779    0.12794   -0.015448
  0.25338    0.70955   -0.44953   -0.33634    0.17289    0.40276
  0.14856    0.16983   -0.42309    0.51424   -0.07848   -0.59762
  0.41273    0.028627   0.017317   0.34734   -0.010633  -0.7011
  0.13538   -0.73484   -0.39174   -0.6122     0.32959    0.037181
  0.40998   -0.36947    0.82336    0.86583    1.412      0.83863
 -0.0073182  0.20769    0.090743  -0.67627  ]",28
833,fermentation,"[-0.77972   0.26381  -0.34394  -0.039454 -0.69567  -0.53606   0.3688
  0.53691   0.27925  -0.030023 -0.76771  -0.50406  -0.41118   0.35184
 -0.040726  0.12876  -0.50871   0.41274   0.53577  -0.3659   -0.73658
 -0.61895  -0.15837  -0.029567  0.46644   0.17549  -0.066906 -0.23007
  0.17626  -0.18249  -0.90211  -0.045569 -0.30083  -1.2393    0.40925
  0.19019   0.27182  -0.68601   0.38078  -0.26263  -0.32729   0.006327
 -0.86174   0.17755   0.77087   0.054444 -0.7725   -0.57846  -0.030807
 -0.26464   0.42708  -0.35037  -0.74237  -0.065292  0.30514  -0.50927
 -1.149     0.075348 -0.27584   0.26696   0.20549  -0.086561  0.63458
  0.85315  -0.010655  0.50741   0.70773  -1.3594   -0.45178  -0.73196
 -0.13287   0.38405   1.0781    0.64025  -0.76233   0.16763  -0.62896
 -1.0537   -0.53026  -0.1742   -0.21407   0.35224  -1.4636    1.9387
 -0.091554  1.0416    0.99265  -0.63087  -0.20886  -0.43148  -0.68441
 -0.31382  -0.83366   0.75418  -0.20161  -0.51178   0.20659  -0.92443
  0.40555   0.17448 ]",13
834,,"[ 3.4042e-01  5.4278e-01 -4.7062e-01 -5.4046e-03 -3.1566e-01  4.2540e-01
  7.2930e-01  1.4061e+00 -3.8354e-01  9.1454e-01  2.2990e-01  2.2524e-01
 -1.7852e-02  3.7577e-01 -3.2665e-01 -7.9435e-01 -6.4020e-01  5.1699e-01
 -5.3639e-02  1.0786e-01 -9.7029e-01 -1.7217e-01 -7.5234e-05  8.6376e-01
 -1.3456e-01 -6.4879e-01 -4.6543e-01 -6.9334e-01  9.5625e-02 -4.3268e-01
 -1.3094e+00  4.0587e-01 -1.4586e-02 -4.9134e-01 -7.5580e-01  4.4197e-01
 -9.6844e-01 -1.8020e-01 -1.5984e-01 -4.5778e-01 -7.5611e-01 -3.7647e-02
 -4.8659e-01  7.8915e-01 -3.6072e-01  2.0646e-02  2.4141e-01 -3.8211e-01
  5.4193e-01  1.8826e-01 -3.1431e-02 -1.0379e+00 -5.5586e-02 -2.2653e-01
 -5.2625e-01 -1.0210e+00  3.5184e-01 -6.1771e-01  1.0690e+00  6.4143e-03
 -2.2670e-01  5.6056e-01 -8.5356e-02 -5.1756e-01  5.5446e-02  2.9817e-01
 -2.4176e-01 -5.9815e-01  6.4655e-01  8.1033e-02  1.6933e-01  3.7056e-02
 -1.6280e-02  5.8693e-01 -1.3049e+00  1.1481e+00 -7.0322e-01 -4.1986e-01
  7.9093e-02 -9.7468e-01 -2.5884e-01  1.7176e-02 -8.9251e-01 -7.4875e-01
 -6.5222e-01  5.6622e-01  1.8779e-01 -9.6280e-01  6.2672e-01 -1.1255e-01
 -7.2506e-01  8.5348e-01  4.0050e-01 -1.3380e-01 -4.7628e-03  3.4941e-01
  6.1712e-01  6.8916e-01  1.4600e-01  4.8504e-02]",0
835,maschinenbau,"[ 0.18605   -0.78029   -1.0297    -0.63563   -0.24286   -0.23335
  0.23744   -0.43812    0.50223    0.40195    0.72062    0.28597
 -0.52107    0.032415  -0.077929  -0.93303    0.47849   -0.33803
  0.32796   -0.36569    0.25092    0.67097   -0.74369    0.18812
 -0.011139  -0.28385   -0.43933    0.50578   -0.080446  -0.012281
  0.0043106 -0.32397    0.0095927 -0.23168    0.48292    0.14159
  0.29634   -0.24833    0.16968    0.097318   0.040032   0.050094
 -0.77065    1.4852    -0.19455   -0.22915    0.045468   0.48367
 -0.14462    0.38258   -0.56364    0.3409     0.40182   -0.18633
 -0.6035     0.69497    0.25686    0.48276   -0.63278   -0.26895
  0.61712   -0.011547   0.33481    0.20534   -0.96545    0.36315
 -0.36511    0.24712    0.043537   0.067997   0.26957    0.29903
 -0.31754   -0.089759  -0.15781   -0.7367     0.51643   -0.48227
  0.45486   -0.013761  -0.13708   -0.0052868 -0.073364   0.54414
  0.66672    0.15356   -0.01906   -0.21889   -0.55148    0.030083
 -0.57007   -0.47436    0.76793    0.42597    0.93733    0.062252
  0.90858   -0.26986   -0.098709  -0.059407 ]",28
836,,"[-0.23055  -0.29498   0.8372   -0.6973    1.5001    0.18046   0.49122
 -0.096654  0.13359   0.089905  1.0027   -0.12959   0.27154   0.025625
 -0.073144 -0.14809   0.64026  -0.15505   0.47252   0.64997   1.0523
 -0.63934  -0.088255  0.1689    0.31952   0.92365   0.27255  -0.34228
  1.1754    0.21272  -0.4266    0.019225  0.16356   1.1868    0.03144
  0.41453   0.45059   0.26205  -0.13827  -1.3415    0.26618   0.75629
 -0.048319  1.1469    0.27169  -0.4735   -0.58808  -0.67385   0.51136
 -0.70402  -0.22401   0.026165 -0.21749   0.19578  -0.34347  -3.2143
 -0.014907  0.24307   0.47384   0.75278   0.53726   1.1886   -0.78942
 -0.48611   1.2031   -0.4758    0.34674   0.038581  0.2772   -1.306
 -0.03631   1.1939   -0.46889   0.617    -0.047527  0.80537  -0.22264
 -0.30453   0.29809  -0.7512   -0.19689   0.3122    0.18911   0.30662
 -1.161    -0.24855   0.075575 -1.3096   -0.4214    0.94105  -0.72492
 -0.31593  -0.6795    0.20562  -0.045374 -0.26691  -1.1496   -0.11029
  0.24309  -0.24411 ]",24
837,favorit,"[-0.032494  -0.406      0.015214   0.053966   0.018875   0.0091263
  0.38442   -0.19092    0.1104    -0.030007   0.28368   -0.13192
 -0.34613   -0.19655   -0.17831    0.23844   -0.072365   0.33725
  0.43949   -0.075175  -0.045209  -0.35962   -0.19261   -0.15612
 -0.038392   0.21722    0.18851    0.20323   -0.40562    0.085984
  0.22003    0.032618   0.15834    0.20597    0.055658  -0.064131
 -0.083371  -0.57644    0.33892   -0.099481   0.15056    0.28404
 -0.28508    0.099028   0.34571   -0.11254    0.15447   -0.0484
  0.041473   0.86346   -0.21935    0.20029    0.052519  -0.30378
  0.4924     0.43649    0.33795    0.29828   -0.51203   -0.31246
  0.32395   -0.18987   -0.21137    0.23652   -0.022306   0.037633
 -0.28173   -0.76046   -0.40012   -0.27685    0.25488    0.25464
  0.044131   0.62306    0.26239    0.33601    0.33886    0.01225
 -0.26466    0.1752    -0.2194    -0.37468    0.4285    -0.18943
  0.092302  -0.26589    0.14066   -0.14851   -0.026277   0.63732
  0.055742   0.14878    0.11537    0.27893    0.83408   -0.13078
  0.22102    0.48634   -0.20823   -0.11161  ]",30
838,,"[-0.51255   -0.10418   -0.43193    0.6307    -0.94385    0.05681
  1.2528    -0.091874  -0.15327   -0.1902     0.31389    0.80711
 -0.35271   -0.66877    0.022215   0.46273   -0.39728   -0.61635
 -0.26689   -0.29429   -0.19665    0.2513    -0.11118   -0.25151
 -0.44294    0.38928   -0.020561  -0.4776    -0.12835    0.47634
 -0.65937    0.44826   -0.29393   -0.09394    0.40536    0.29618
 -0.63195    0.21613    0.089651  -0.54508    0.31937    0.073306
 -0.85981    0.31188    0.04771   -0.17757   -0.32977    0.04857
 -0.67611   -0.089866   0.73813   -0.37484   -0.37387   -0.28205
  0.20958    0.11175    0.63904    0.33947   -0.11329   -0.022712
  0.58474    0.067319   0.22304   -0.52468    0.33848    0.38313
 -0.79774   -0.34461   -0.24587   -0.12935   -0.31057    0.25048
  0.40069    0.41203   -0.48036   -0.8161     0.051595  -0.081811
  1.3973     0.0043858  0.062482   0.53629    0.33267   -0.50931
  0.29614   -0.0046019 -0.69558   -0.022622  -0.61522    1.1738
 -0.26526    0.086816   0.75654    0.55008    0.63175    0.31471
  0.68318   -0.11414   -0.38876   -0.7364   ]",30
839,tender,"[-0.26173   0.58311  -0.47864  -0.1729   -0.13725  -0.11343   0.41047
  0.68758   0.035578  0.13228   0.42159   0.98752   0.20259  -0.038444
  0.31736  -0.45187   0.05958   0.10547   0.74687   0.29947  -0.54467
 -0.14388  -0.27967  -0.57906   0.88023   1.0036   -0.64932   0.45317
 -0.15872  -0.065654 -0.31875   0.82959   0.033231 -1.1241   -0.34785
  0.704     0.3961   -0.7195   -0.29299  -0.68806   0.86354  -1.254
  0.16175  -0.47851   0.7973    0.071168 -0.40734  -0.23232   0.33869
 -0.57726   0.15763   0.27809   0.5662    0.46899  -0.48622  -0.88412
  0.4218   -0.51105   1.4904    0.25881   0.71004   0.6463   -0.22332
  0.57468   0.58639  -0.53015  -0.42672   0.42443  -0.29968  -1.1113
 -0.45745  -0.065553  0.17611   0.23578  -0.27858   0.5748   -0.78443
  0.17977  -0.1078   -0.70301   0.56496  -0.088524  0.11005   0.94731
 -0.34818  -0.49308   0.24523   0.77328   0.1244    0.067685 -0.50424
  0.3559   -0.36055   0.18903  -0.28891   0.86802  -0.38816  -0.47093
 -0.27296   0.57912 ]",12
840,,"[ 0.16802  -0.39488  -0.00882  -1.0515    0.19444  -0.017712  0.60654
 -0.34491  -0.26419  -0.01026   0.095989  0.63027  -0.66633  -0.37369
  0.1726    0.5842   -0.29327  -0.069099  0.52273  -0.30577  -0.38586
 -0.0492    0.27941   0.7565    0.29903   0.53411  -0.48898   0.77877
  0.73247   0.33677  -0.36253   0.35349   0.3344    0.10843   0.64859
 -0.82144  -0.49842   0.76389  -0.70906  -0.049    -0.038425 -0.57024
 -0.21718   0.93589  -1.4527    0.036184 -0.398    -0.021487 -0.45461
  0.49485  -0.034305 -0.32809  -0.88789  -0.21403   0.017272  0.12963
  0.45793   0.33708  -0.10342   0.52556   0.67959  -0.39335  -0.63178
  1.0651    0.24818  -0.17911  -0.40899  -0.51956  -0.73495   0.095629
  0.52313   0.14512   0.68458  -0.042492 -0.23526  -1.296     0.21883
 -0.34089  -0.41058  -0.28094   0.50624  -0.17834   0.18597  -0.30736
  0.75045   0.55086   0.87046   0.17871  -0.48869   0.65394   0.73791
  0.02861  -0.19496  -1.0502    0.31887  -0.44144   0.47332  -0.020454
 -0.52868  -0.032221]",1
841,,"[ 0.81638   -0.26173   -0.30949   -0.51637    0.050726   0.47941
 -0.076645   0.34573    0.44822   -0.20416   -0.26029   -0.33574
 -0.13632    0.18365   -0.61824   -0.33132   -0.11238    0.092304
 -0.061817   0.47542    0.86957    0.027298  -1.4818    -0.39473
 -0.75434   -0.75607    0.10367    0.1859     0.52259    0.39313
  0.26813   -0.61705    0.32913    0.11555    0.25085   -0.17674
  0.6743    -0.080949  -0.06123    0.67311    0.0055626  0.25657
  0.90741    0.43379    0.65701   -0.31897   -0.59943   -0.059759
 -0.92824    0.55559   -0.4195     0.0146    -0.16736   -0.20965
 -0.11237    0.44568    0.80082    0.83309   -1.5059    -0.5613
 -0.3086    -0.44437   -0.97827    0.5033     0.35172   -0.28586
 -0.55861   -0.38772   -0.21459   -0.19443   -0.18052    0.45927
 -0.34074    0.14415   -0.39991   -0.28398    0.23115    0.41702
  0.27727   -0.7638    -0.28904   -0.91399   -0.5609     0.030617
 -0.21638   -0.050333  -0.26399    0.124      0.81753   -0.17375
  0.36261   -0.18547    0.50488    0.35857    0.37347   -0.16409
 -0.27536   -0.035699  -0.24504   -0.84083  ]",6
842,,"[ 0.11649   -0.18139   -0.32118    0.19136    0.13573    0.38851
  0.39452    0.054229   0.49134    0.067613   0.22641   -0.0077556
 -0.24118   -0.11901   -0.037564   0.67842   -0.25905    0.31698
  0.62764    0.13479   -0.14589   -0.38531    0.061316  -0.033904
 -0.68656   -0.053403   0.35962    0.46045   -0.098197  -0.23831
  0.28078   -0.14753    0.053717   0.055238   0.014     -0.14372
 -0.16468   -0.098077  -0.36687   -0.11519    0.0049097 -0.61036
  0.066021   0.55029   -0.036913  -0.2219     0.61712   -0.030136
 -0.28381    0.25385   -0.38009    0.32643   -0.17285   -0.13019
  0.27496    0.88717    0.11052   -0.0068969 -0.32397   -0.38366
 -0.38039   -0.056611  -0.47152   -0.17834   -0.25112    0.51452
  0.056848  -0.26383   -0.50374    0.11671    0.23627    0.19521
 -0.30004    0.69901   -0.42224   -0.23267    0.37789    0.071546
  0.32448   -0.07588   -0.41568   -0.075533   0.476      0.0081964
  0.57131    0.01947   -0.1955    -0.52765   -0.047959  -0.21729
 -0.037992   0.43014    0.4999     0.35478    0.21946    0.22134
  0.1434     0.73084   -0.10765   -0.29783  ]",30
843,,"[ 0.61464    0.46617    0.50923   -0.80679   -0.4773     0.047412
 -0.85746    0.26127    0.35922    0.49218   -0.078844  -0.32878
 -0.37796    0.43946   -0.018619  -0.32302    0.34369   -0.0092415
 -0.60735   -0.40698    0.069546  -0.64513   -0.42315   -0.84748
 -0.40935   -0.7982     0.28257    0.40293   -0.01334    0.71302
 -0.69681   -0.78701    0.69892    0.87834    0.27946   -0.33023
  0.40181   -0.78322   -0.16883   -0.27351    0.5927    -0.61712
  0.059571   0.42044   -0.11264   -0.45777    0.5106     0.18624
  0.29165    0.34808   -0.33333   -0.36192    0.53085   -0.44523
 -0.80409    0.13368   -0.17843    0.029012  -1.1389     0.10585
  0.33944   -0.44731   -1.0794     0.59196   -0.013306  -0.08924
  0.50843   -0.11354   -1.1057    -0.42993   -0.24159    0.3338
 -0.12126   -0.11508    0.14962   -0.22551    1.0356     0.36964
  0.30962   -0.028514  -0.9274    -0.10108    0.18584    0.010693
  0.31109    1.1276    -0.14032   -0.22992    0.21092    0.10999
  0.21437    0.30661    0.30101    0.40952    0.36114   -0.25306
 -0.09334    0.68139    0.24152   -0.055125 ]",3
844,quiz,"[-0.39527    0.34759    0.33592   -0.39432   -0.92318    0.32953
  0.4761     0.67552   -0.17523    0.12425    0.085783  -0.20434
 -0.88219    0.43603   -0.32699    0.763      0.31367    0.19171
 -0.71918    0.86672   -0.81999   -0.63905   -0.15778   -1.2927
  0.47403   -0.35806    0.42161    0.6846    -0.33684    0.19056
 -0.1787    -0.16461    0.16544    0.33027    0.22455    0.44976
 -1.0297     0.028271  -0.63869   -0.88381   -0.070292   0.47783
 -0.84718   -0.52595   -0.3611    -0.25784    0.026158  -0.45412
 -0.090313  -0.0070803 -0.89404    0.30737    0.45394    0.49731
 -0.15462   -0.53986   -0.31887    0.58618    0.26827    0.42917
  0.099948   0.38522    0.13983   -0.63091    0.93556   -0.15952
 -0.054632  -0.0035194  0.047961   0.73015   -0.069968   0.30184
 -0.046821   0.21626   -1.6207     0.50055    0.14362   -0.27016
 -0.15667   -0.57495   -0.052862  -0.2773     0.38608   -0.48373
 -0.77643   -0.53159   -0.48339    0.66961    0.28069   -0.022765
 -0.19568    1.5981    -0.33681   -0.063396   0.41105   -0.36711
  0.31815    0.11124    0.53744    0.93695  ]",5
